year,month,day,extended,State,City,latitude,longitude,specificity,vicinity,criteria_1,criteria_2,criteria_3,doubt_terrorism,multiple,success,suicide,Attack Type,Attack Name,Target Type,Target Name,Group Name,guncertain1,Weapon Type,Weapon Name,property,Hostage/Kidnapped,Property Value,Fatalities,Offender Fatalities,Wounded,Date
2015,3,20,0,Hiiraan,Jicibow,4.096667,45.518889,2.0,0,1,1,0,1,0,1,0,9,Unknown,4,Military,Al-Shabaab,0.0,13,Unknown,1,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-03-20
2015,3,22,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,2.0,2015-03-22
2015,3,19,0,Galguduud,Gal Hareeri,4.5315,47.14717,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,0,1.0,216666.66666666666,1.0,0.0,0.0,2015-03-19
2015,3,23,1,Galguduud,Ceel Buur district,4.683333,46.616667,3.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),2,Government (General),Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-03-23
2015,3,21,0,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,2.0,0.0,3.0,2015-03-21
2015,3,22,0,Bay,Bardaale,3.351389,44.122222,2.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,6.0,6.0,0.0,2015-03-22
2015,3,24,0,Galguduud,Ceel Buur district,4.683333,46.616667,3.0,0,1,1,1,0,0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2015-03-24
2015,3,25,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-03-25
2015,3,26,0,Lower Juba,Yoontoy,-0.11746,42.563808,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,7.0,0.7280546420440172,24.0,2015-03-26
2015,3,27,1,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,1,5,Hostage Taking (Barricade Incident),1,Business,Al-Shabaab,0.0,6,Explosives,1,1.0,216666.66666666666,24.0,6.0,28.0,2015-03-27
2015,3,27,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2015-03-27
2015,3,29,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-03-29
2015,3,30,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,2.0,0.0,0.0,2015-03-30
2015,3,30,0,Bay,Baidoa,3.116604,43.650416,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Unknown,0.0,5,Firearms,1,0.0,216666.66666666666,2.0,0.0,0.0,2015-03-30
2015,4,5,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,1,0,1,0,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,0.0,0.0,2.0,2015-04-05
2015,4,5,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,1,0,1,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,1.0,2015-04-05
2015,4,5,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,0,1,1,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,3.0,2.0,3.0,2015-04-05
2015,4,7,0,Mudug,Galkayo,6.774396,47.429032,1.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,1.0,0.0,8.0,2015-04-07
2015,4,10,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,0,0,1,Assassination,10,Journalists & Media,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,0.0,0.0,1.0,2015-04-10
2015,4,11,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,2.0,0.0,0.0,2015-04-11
2015,4,12,1,Gedo,Unknown,2.329649,41.505015,4.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),12,NGO,Al-Shabaab,0.0,5,Firearms,0,1.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-04-12
2015,4,14,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,17.0,7.0,15.0,2015-04-14
2015,4,17,1,Mudug,Harardhere,4.656037,47.85524,1.0,1,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-04-17
2015,4,18,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-18
2015,4,18,0,Lower Juba,Unknown,0.066311,41.801566,4.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,3.0,0.0,8.0,2015-04-18
2015,4,18,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,3,Police,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,1.0,2015-04-18
2015,4,19,0,Bay,Leego,2.71581,44.511845,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,14.0,11.0,2.765963511972634,2015-04-19
2015,4,20,0,Nugaal,Garoowe,8.403307,48.488015,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,9.0,0.0,4.0,2015-04-20
2015,4,21,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,1,Business,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,12.0,1.0,6.0,2015-04-21
2015,4,23,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-23
2015,4,24,0,Galguduud,Ceel Buur,4.684885,46.622805,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-04-24
2015,4,25,0,Lower Juba,Jamaame,0.070633,42.749721,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,1.0,0.0,0.0,2015-04-25
2015,4,25,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-25
2015,4,26,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,3,Police,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-26
2015,4,26,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-26
2015,4,26,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-04-26
2015,4,28,0,Mudug,Galkayo,6.774396,47.429032,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,2.0,2015-04-28
2015,4,29,0,Bay,Baidoa,3.115641,43.646581,1.0,0,1,1,1,0,0,1,0,1,Assassination,10,Journalists & Media,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,3.0,0.0,0.0,2015-04-29
2015,4,30,0,Lower Shebelle,Janale,1.808302,44.695142,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-04-30
2015,4,30,0,Lower Shebelle,Janale,1.808302,44.695142,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-04-30
2015,4,30,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,4,Military,Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,2.0,0.0,2.765963511972634,2015-04-30
2015,5,3,0,Gedo,Ceel Waaq,2.655833,41.410833,2.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,7.0,2015-05-03
2015,5,3,1,Gedo,Beled Hawo,3.926858,41.877171,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),3,Police,Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,2.0,0.0,2.765963511972634,2015-05-03
2015,5,4,0,Bari,Yalaho,10.923333,49.258056,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,3,Police,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,3.0,0.7280546420440172,0.0,2015-05-04
2015,5,4,0,Bari,Yalaho,10.923333,49.258056,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,1.0,0.0,3.0,2015-05-04
2015,5,4,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-04
2015,5,4,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,2.0,2015-05-04
2015,5,4,0,Bay,Baidoa,3.115641,43.646581,1.0,0,1,1,1,0,0,1,0,1,Assassination,10,Journalists & Media,Al-Shabaab,1.0,5,Firearms,0,0.0,216666.66666666666,2.0,0.0,0.0,2015-05-04
2015,5,6,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,2.0,0.0,0.0,2015-05-06
2015,5,6,0,Banaadir,Mogadishu,2.103889,45.465556,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-06
2015,5,6,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-06
2015,5,7,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,1.0,2015-05-07
2015,5,8,0,Mudug,Galkayo,6.774396,47.429032,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,2.0,0.0,2.765963511972634,2015-05-08
2015,5,8,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-08
2015,5,9,0,Bakool,Wajid district,3.808333,43.2475,3.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-09
2015,5,10,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,1.0,2015-05-10
2015,5,10,0,Gedo,Dhamas,3.153289,41.335325,1.0,0,1,1,1,0,1,1,0,7,Facility/Infrastructure Attack,2,Government (General),Al-Shabaab,0.0,13,Unknown,1,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-10
2015,5,10,0,Gedo,Dhamas,3.153289,41.335325,1.0,0,1,1,0,1,1,1,0,7,Facility/Infrastructure Attack,4,Military,Al-Shabaab,0.0,8,Incendiary,1,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-10
2015,5,10,0,Bay,Qansax Dheere,2.868764,43.0053,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,5.0,0.7280546420440172,2.765963511972634,2015-05-10
2015,5,11,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,0.0,0.0,1.0,2015-05-11
2015,5,11,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-11
2015,5,11,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-11
2015,5,13,1,Galguduud,Ceel Dheere district,3.747975,47.297519,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),11,Maritime,Al-Shabaab,0.0,5,Firearms,1,1.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-05-13
2015,5,14,0,Lower Shebelle,Awdheegle,1.978939,44.83206,1.0,0,1,1,0,1,1,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,3.0,0.0,2.765963511972634,2015-05-14
2015,5,14,0,Lower Shebelle,Mubarak,1.918051,44.773299,1.0,0,1,1,0,1,1,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,3.0,0.0,2.765963511972634,2015-05-14
2015,5,15,0,Lower Shebelle,Awdheegle,1.978939,44.83206,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,1.0,0.0,0.0,2015-05-15
2015,5,17,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-05-17
2015,5,18,0,Lower Shebelle,Afgoye district,2.142623,45.116717,3.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-18
2015,5,19,0,Hiiraan,Beledweyne,4.73538,45.202402,1.0,0,1,1,0,1,0,1,0,1,Assassination,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-19
2015,5,21,0,Bari,Bosaso,11.274795,49.179656,1.0,0,1,1,0,1,0,1,0,1,Assassination,4,Military,Al-Shabaab,1.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-21
2015,5,23,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,1,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,2.0,0.0,1.0,2015-05-23
2015,5,23,0,Lower Shebelle,Awdheegle,1.978939,44.83206,1.0,0,1,1,1,0,1,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,9.0,0.7280546420440172,2.765963511972634,2015-05-23
2015,5,23,0,Lower Shebelle,Mubarak,1.918051,44.773299,1.0,0,1,1,1,0,1,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,9.0,0.7280546420440172,2.765963511972634,2015-05-23
2015,5,23,0,Lower Shebelle,Dameeri,1.888742,44.746636,2.0,0,1,1,1,0,1,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-05-23
2015,5,23,0,Lower Shebelle,Shaan,2.028056,44.859444,1.0,0,1,1,1,0,1,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-05-23
2015,5,23,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,0,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2015-05-23
2015,5,23,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,2.0,0.0,0.0,2015-05-23
2015,5,23,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-23
2015,5,26,0,Middle Shebelle,Jowhar,2.777264,45.500641,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,7.0,2015-05-26
2015,5,28,0,Bari,Bosaso,11.274795,49.179656,1.0,1,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-05-28
2015,5,29,0,Gedo,Unknown,3.503923,42.236243,4.0,0,1,1,0,1,0,1,1,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,1.0,1.0,0.0,2015-05-29
2015,6,2,0,Bay,Baydhabo,3.115641,43.646581,1.0,0,1,1,1,0,0,1,0,1,Assassination,3,Police,Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,2.0,1.0,0.0,2015-06-02
2015,6,7,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-06-07
2015,6,7,0,Gedo,Garbahaareey,3.32728,42.218563,1.0,1,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,8,Incendiary,1,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-07
2015,6,7,0,Galguduud,Dhusamareb,5.536735,46.389074,1.0,0,1,1,0,1,0,1,0,9,Unknown,4,Military,Ahlu-sunah Wal-jamea (Somalia),0.0,13,Unknown,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-06-07
2015,6,10,0,Bay,Burhakaba,2.798167,44.078561,1.0,1,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,40.0,40.0,61.0,2015-06-10
2015,6,12,0,Bay,Jameco,2.94244,44.181694,2.0,0,1,1,0,1,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,0.0,0.0,2.765963511972634,2015-06-12
2015,6,16,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,1,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,3.0,0.0,3.0,2015-06-16
2015,6,17,0,Lower Shebelle,Balli Doogle,2.357026,44.718339,1.0,1,1,1,0,1,0,1,0,1,Assassination,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-17
2015,6,18,0,Galguduud,Adado,6.134133,46.631699,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,4.0,4.0,0.0,2015-06-18
2015,6,18,0,Gedo,Gedweyne,4.03035,42.29398,1.0,0,1,1,0,1,0,1,0,9,Unknown,4,Military,Al-Shabaab,0.0,13,Unknown,0,0.0,216666.66666666666,12.0,8.0,6.0,2015-06-18
2015,6,19,0,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,1,1,1,0,1,0,1,0,9,Unknown,4,Military,Al-Shabaab,0.0,13,Unknown,1,0.0,216666.66666666666,18.0,0.7280546420440172,2.765963511972634,2015-06-19
2015,6,20,0,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,3,Police,Al-Shabaab,0.0,5,Firearms,1,0.0,216666.66666666666,8.0,0.0,0.0,2015-06-20
2015,6,21,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,4.0,4.0,0.0,2015-06-21
2015,6,20,0,Hiiraan,Beledweyne,4.73538,45.202402,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-20
2015,6,21,0,Banaadir,Dharkeenley,2.059818,45.326114,1.0,1,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-21
2015,6,22,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,0,1,0,1,0,9,Unknown,4,Military,Al-Shabaab,0.0,13,Unknown,0,0.0,216666.66666666666,3.0,0.0,0.0,2015-06-22
2015,6,22,0,Hiiraan,Beledweyne,4.73538,45.202402,1.0,0,1,1,0,1,0,1,0,9,Unknown,4,Military,Al-Shabaab,0.0,13,Unknown,0,0.0,216666.66666666666,3.0,0.0,0.0,2015-06-22
2015,6,22,0,Hiiraan,Beledweyne,4.73538,45.202402,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-22
2015,6,22,0,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-22
2015,6,23,0,Lower Shebelle,Merca,1.716342,44.768691,1.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-23
2015,6,23,0,Lower Shebelle,Tortoorow,2.250067,44.692325,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,0.0,9,Melee,0,1.0,216666.66666666666,2.0,0.0,0.0,2015-06-23
2015,6,24,0,Banaadir,Mogadishu,2.059818,45.326114,1.0,0,1,1,1,0,0,0,1,1,Assassination,7,Government (Diplomatic),Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,15.0,1.0,4.0,2015-06-24
2015,6,24,0,Bay,Baidoa,3.115641,43.646581,1.0,1,1,1,0,1,0,1,0,6,Hostage Taking (Kidnapping),4,Military,Al-Shabaab,0.0,5,Firearms,0,1.0,216666.66666666666,1.0,0.0,0.0,2015-06-24
2015,6,24,0,Gedo,Likolay,3.072537,41.554783,1.0,0,1,1,0,1,0,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,2.9603626943005183,0.0,2.765963511972634,2015-06-24
2015,6,25,0,Gedo,Nus-Dariiqa,3.454966,42.247507,2.0,0,1,1,1,0,0,1,0,1,Assassination,14,Private Citizens & Property,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-25
2015,6,26,1,Bay,Leego,2.71581,44.511845,1.0,0,1,1,1,0,0,1,1,6,Hostage Taking (Kidnapping),2,Government (General),Al-Shabaab,0.0,6,Explosives,1,1.0,216666.66666666666,70.0,20.0,2.765963511972634,2015-06-26
2015,6,26,0,Lower Juba,Buula Guduud,-0.099687,42.553744,2.0,1,1,1,0,1,0,1,0,1,Assassination,4,Military,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,1.0,0.0,0.0,2015-06-26
2015,6,27,0,Lower Juba,Dhoblai,0.412115,41.008111,1.0,0,1,1,1,0,0,1,0,9,Unknown,14,Private Citizens & Property,Al-Shabaab,0.0,13,Unknown,-9,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2015-06-27
2015,6,28,0,Lower Juba,Walbina,-1.402726,41.512013,2.0,0,1,1,1,0,0,1,0,2,Armed Assault,4,Military,Al-Shabaab,0.0,6,Explosives,-9,0.0,216666.66666666666,12.0,0.0,0.0,2015-06-28
2015,6,28,0,Lower Juba,Kismayo,-0.357847,42.546652,1.0,1,1,1,0,1,0,1,0,5,Hostage Taking (Barricade Incident),4,Military,Al-Shabaab,0.0,6,Explosives,1,1.0,216666.66666666666,15.0,8.0,2.765963511972634,2015-06-28
