year,month,day,extended,State,City,latitude,longitude,specificity,vicinity,criteria_1,criteria_2,criteria_3,doubt_terrorism,multiple,success,suicide,Attack Type,Attack Name,Target Type,Target Name,Group Name,guncertain1,Weapon Type,Weapon Name,property,Hostage/Kidnapped,Property Value,Fatalities,Offender Fatalities,Wounded,Date
2009,3,4,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,9,Unknown,15,Religious Figures/Institutions,Al-Shabaab,1.0,13,Unknown,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-03-04
2009,3,11,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,4.0,0.0,0.0,2009-03-11
2009,3,16,0,Bakool,Wajid,3.810951,43.246506,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,0.0,0.0,0.0,2009-03-16
2009,3,18,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,7,Government (Diplomatic),Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-03-18
2009,3,25,0,Gedo,Beled Hawo,3.926858,41.877171,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),2,Government (General),Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,0.0,0.0,0.0,2009-03-25
2009,3,26,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,3.0,2009-03-26
2009,4,1,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,1.0,2009-04-01
2009,4,4,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,0.0,5,Firearms,1,0.0,216666.66666666666,0.0,0.0,1.0,2009-04-04
2009,4,8,1,Unknown,Unknown,0.0,0.0,5.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Ahlu-sunah Wal-jamea (Somalia),1.0,13,Unknown,0,1.0,216666.66666666666,0.0,0.0,0.0,2009-04-08
2009,4,13,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,2.765963511972634,2009-04-13
2009,4,13,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,1.0,0.0,5.0,2009-04-13
2009,4,15,0,Banaadir,Mogadishu,2.083988,45.395178,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-04-15
2009,4,16,1,Bay,Baidoa,3.115641,43.64658,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,Al-Shabaab,1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-04-16
2009,4,19,1,Bakool,Hudur,4.120602,43.890526,1.0,1,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),12,NGO,Unknown,0.0,5,Firearms,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-04-19
2009,4,20,0,Lower Shebelle,Merca,1.716188,44.768864,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,12,NGO,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-04-20
2009,4,23,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,3.0,2009-04-23
2009,4,25,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,1,0.0,216666.66666666666,8.0,0.0,21.0,2009-04-25
2009,4,26,1,Bay,Baidoa,3.115641,43.64658,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,Unknown,0.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-04-26
2009,4,28,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,0,0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,Unknown,0.0,5,Firearms,-9,1.0,216666.66666666666,1.0,1.0,0.0,2009-04-28
2009,4,29,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,12,NGO,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,3.0,2009-04-29
2009,4,29,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,5.0,0.0,8.0,2009-04-29
2009,5,5,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Unknown,0.0,5,Firearms,1,0.0,216666.66666666666,1.0,0.0,4.0,2009-05-05
2009,5,8,1,Hiiraan,Bulobarde,3.853246,45.565231,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),3,Police,Al-Shabaab,1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-05-08
2009,5,9,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,1,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,1.0,6,Explosives,1,0.0,216666.66666666666,3.0,0.0,0.0,2009-05-09
2009,5,9,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,3.0,2009-05-09
2009,5,10,1,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,2.765963511972634,2009-05-10
2009,5,10,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,1,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,14.0,0.0,10.0,2009-05-10
2009,5,11,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,1,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-05-11
2009,5,16,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,0,0,1,Assassination,2,Government (General),Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,2.765963511972634,2009-05-16
2009,5,16,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,19,Transportation,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,3.0,2009-05-16
2009,5,17,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Sunni Muslim extremists,1.0,6,Explosives,-9,0.0,216666.66666666666,1.0,0.0,15.0,2009-05-17
2009,5,23,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,2.0,0.0,10.0,2009-05-23
2009,5,26,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,10.0,0.0,2.765963511972634,2009-05-26
2009,5,29,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,0,1,1,0,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,1.0,0.0,2009-05-29
2009,5,29,0,Bay,Baidoa,3.115641,43.64658,1.0,0,1,0,1,1,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-05-29
2009,5,29,0,Lower Juba,Kismayo,-0.357847,42.54665,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,2.0,2009-05-29
2009,6,5,0,Galguduud,Wabxo,4.51317,46.283653,1.0,1,1,0,1,1,0,1,0,9,Unknown,17,Terrorists/Non-State Militia,Al-Shabaab,1.0,13,Unknown,-9,0.0,216666.66666666666,64.0,36.0,2.765963511972634,2009-06-05
2009,6,5,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,2.0,0.0,4.0,2009-06-05
2009,6,7,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,10,Journalists & Media,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,1.0,2009-06-07
2009,6,17,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,1,Assassination,3,Police,Mujahideen Youth Movement (MYM),1.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-06-17
2009,6,18,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,12.0,0.0,0.0,2009-06-18
2009,6,18,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,2,Government (General),Al-Shabaab,1.0,6,Explosives,1,0.0,216666.66666666666,23.0,1.0,2.765963511972634,2009-06-18
2009,6,20,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,9,Unknown,2,Government (General),Al-Shabaab,1.0,13,Unknown,-9,0.0,216666.66666666666,12.0,0.7280546420440172,0.0,2009-06-20
2009,6,22,1,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Al-Shabaab,1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,4.0,2009-06-22
2009,6,25,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,13,Other,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-06-25
2009,7,8,0,Bay,Baidoa,3.115641,43.64658,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,3,Police,Al-Shabaab,1.0,9,Melee,-9,0.0,216666.66666666666,2.0,0.0,0.0,2009-07-08
2009,7,14,1,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),2,Government (General),Al-Shabaab,0.0,5,Firearms,-9,1.0,216666.66666666666,1.0,0.0,0.0,2009-07-14
2009,7,20,0,Bay,Unknown,2.81815,43.72379,4.0,0,1,1,1,0,1,1,0,9,Unknown,7,Government (Diplomatic),Al-Shabaab,0.0,13,Unknown,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-07-20
2009,7,20,0,Bay,Unknown,2.81815,43.72379,4.0,0,1,1,1,0,1,1,0,9,Unknown,7,Government (Diplomatic),Al-Shabaab,0.0,13,Unknown,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-07-20
2009,7,20,0,Bay,Unknown,2.81815,43.72379,4.0,0,1,1,1,0,1,1,0,9,Unknown,7,Government (Diplomatic),Al-Shabaab,0.0,13,Unknown,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-07-20
2009,7,29,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,3.0,0.0,15.0,2009-07-29
2009,8,4,0,Galguduud,Guriceel,5.308011,45.880356,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,4,Military,Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2009-08-04
2009,8,6,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2009-08-06
2009,8,8,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Mujahideen Youth Movement (MYM),1.0,6,Explosives,-9,0.0,216666.66666666666,8.0,0.0,17.0,2009-08-08
2009,8,11,0,Lower Shebelle,Merca,1.716188,44.768864,1.0,0,1,1,1,0,0,1,0,8,Unarmed Assault,14,Private Citizens & Property,Mujahideen Youth Movement (MYM),1.0,12,Other,0,0.0,216666.66666666666,0.0,0.0,2.765963511972634,2009-08-11
2009,8,12,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,8.0,0.0,2.0,2009-08-12
2009,8,16,0,Bakool,Wajid,3.810951,43.246506,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,7,Government (Diplomatic),Mujahideen Youth Movement (MYM),1.0,5,Firearms,-9,0.0,216666.66666666666,3.0,3.0,2.0,2009-08-16
2009,8,24,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,4.0,2009-08-24
2009,8,25,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,1.0,5,Firearms,1,0.0,216666.66666666666,2.0,2.0,6.0,2009-08-25
2009,9,7,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-09-07
2009,9,9,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,11,Maritime,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,2.0,0.0,3.0,2009-09-09
2009,9,14,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,1,Business,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,12.0,0.0,16.0,2009-09-14
2009,9,20,0,Bakool,Yeed,4.549844,43.033339,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,22.0,8.0,11.0,2009-09-20
2009,9,22,1,Lower Shebelle,Wanlaweyn,2.619745,44.893681,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,Al-Shabaab,1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-09-22
2009,9,28,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,0.0,5,Firearms,-9,0.0,216666.66666666666,2.0,0.0,0.0,2009-09-28
2009,9,30,1,Bay,Baidoa,3.115641,43.64658,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,Al-Shabaab,0.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-09-30
2009,10,1,0,Lower Juba,Kismayo,-0.357847,42.54665,1.0,0,1,1,1,0,0,1,0,9,Unknown,17,Terrorists/Non-State Militia,Al-Shabaab,0.0,13,Unknown,0,0.0,216666.66666666666,3.0,3.0,0.0,2009-10-01
2009,10,2,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,0,1,1,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,1.0,0.0,2009-10-02
2009,10,6,0,Lower Juba,Jana Abdalla,-0.063271,42.111073,2.0,0,1,0,1,1,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,2.9603626943005183,0.7280546420440172,2.765963511972634,2009-10-06
2009,10,6,0,Lower Juba,Kismayo,-0.357847,42.54665,1.0,0,1,0,1,1,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,20.0,20.0,2.765963511972634,2009-10-06
2009,10,9,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,0,1,1,0,1,0,2,Armed Assault,17,Terrorists/Non-State Militia,Al-Shabaab,0.0,5,Firearms,0,0.0,216666.66666666666,8.0,1.0,0.0,2009-10-09
2009,10,11,0,Lower Juba,Kismayo,-0.357847,42.54665,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Al-Shabaab,1.0,9,Melee,0,0.0,216666.66666666666,0.0,0.0,3.0,2009-10-11
2009,10,13,1,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Al-Shabaab,0.0,13,Unknown,0,1.0,216666.66666666666,0.0,0.0,200.0,2009-10-13
2009,10,18,0,Galguduud,Guriceel,5.308011,45.880356,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Al-Shabaab,0.0,9,Melee,1,0.0,216666.66666666666,0.0,0.0,0.0,2009-10-18
2009,10,22,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2009-10-22
2009,10,25,1,Gedo,Beled Hawo,3.926858,41.877171,1.0,0,1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,12,NGO,Al-Shabaab,1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2009-10-25
2009,10,28,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,7.0,0.0,16.0,2009-10-28
2009,11,2,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,4,Hijacking,6,Airports & Aircraft,Al-Shabaab,1.0,5,Firearms,-9,1.0,216666.66666666666,0.0,0.0,1.0,2009-11-02
2009,11,5,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,1.0,2009-11-05
2009,11,5,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,14,Private Citizens & Property,Islamic Party (Somalia),1.0,5,Firearms,0,0.0,216666.66666666666,3.0,0.0,2.0,2009-11-05
2009,11,7,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,2.0,2009-11-07
2009,11,8,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,3,Police,Al-Shabaab,1.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,15.0,2009-11-08
2009,11,11,0,Bari,Bosaso,11.274796,49.179657,1.0,1,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Mujahideen Youth Movement (MYM),1.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2009-11-11
2009,11,11,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Mujahideen Youth Movement (MYM),1.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,0.0,2009-11-11
2009,11,11,0,Nugaal,Garowe,8.403308,48.488014,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Mujahideen Youth Movement (MYM),1.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2009-11-11
2009,11,16,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,2,Government (General),Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-11-16
2009,11,16,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,3.0,0.0,8.0,2009-11-16
2009,11,17,0,Bakool,Elbon,3.80958,43.24628,2.0,0,1,1,1,0,0,1,0,8,Unarmed Assault,14,Private Citizens & Property,Al-Shabaab,1.0,12,Other,-9,0.0,216666.66666666666,1.0,0.0,1.0,2009-11-17
2009,11,22,0,Bari,Qardho,9.50506,49.08494,1.0,0,1,1,1,0,0,1,0,1,Assassination,3,Police,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-11-22
2009,12,2,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,2.0,0.0,25.0,2009-12-02
2009,12,3,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,Al-Shabaab,1.0,6,Explosives,1,0.0,216666.66666666666,24.0,1.0,60.0,2009-12-03
2009,12,5,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,3.0,2009-12-05
2009,12,12,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,12,NGO,Hizbul al Islam (Somalia),1.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,0.0,2009-12-12
2009,12,13,0,Bari,Laag,11.046869,49.18931,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,2.0,2009-12-13
2009,12,17,1,Bay,Baidoa,3.115641,43.64658,1.0,0,1,1,1,0,0,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),Al-Shabaab,1.0,13,Unknown,1,1.0,216666.66666666666,0.0,0.0,0.0,2009-12-17
2009,12,18,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Al-Shabaab,1.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,2.0,2009-12-18
2009,12,21,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,0.0,2009-12-21
2009,12,21,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,5.0,0.0,8.0,2009-12-21
2009,12,22,0,Hiiraan,Beledweyne,4.73538,45.2024,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,7,Government (Diplomatic),Unknown,0.0,5,Firearms,-9,0.0,216666.66666666666,1.0,0.0,0.0,2009-12-22
2009,12,26,0,Lower Juba,Kismayo,-0.357847,42.54665,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,Al-Shabaab,1.0,13,Unknown,0,1.0,216666.66666666666,0.0,0.0,0.0,2009-12-26
2009,12,27,0,Gedo,Beled Hawo,3.926858,41.877171,1.0,0,1,1,1,0,0,1,0,2,Armed Assault,12,NGO,Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2009-12-27
2010,1,4,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,3.0,0.0,8.0,2010-01-04
2010,1,16,0,Mudug,Galkayo,6.774396,47.429031,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,10,Journalists & Media,Unknown,0.0,6,Explosives,0,0.0,216666.66666666666,0.0,0.0,4.0,2010-01-16
2010,1,19,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,1,Assassination,2,Government (General),Unknown,0.0,5,Firearms,0,0.0,216666.66666666666,1.0,0.0,0.0,2010-01-19
2010,1,25,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,4,Military,Al-Shabaab,1.0,6,Explosives,1,0.0,216666.66666666666,4.0,0.0,8.0,2010-01-25
2010,1,28,0,Lower Shebelle,Afgoye,2.14383,45.118061,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,0.0,2010-01-28
2010,2,1,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,2,Government (General),Unknown,0.0,6,Explosives,1,0.0,216666.66666666666,0.0,0.0,3.0,2010-02-01
2010,2,2,0,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,1,Business,Unknown,0.0,6,Explosives,1,0.0,10000.0,0.0,0.0,0.0,2010-02-02
2010,2,2,1,Lower Shebelle,Farsooley,2.068647,44.558566,1.0,0,1,1,1,0,0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Hizbul al Islam (Somalia),1.0,13,Unknown,-9,1.0,216666.66666666666,0.0,0.0,0.0,2010-02-02
2010,2,6,0,Bari,Bosaso,11.274796,49.179657,1.0,0,1,1,1,0,0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,0.0,6,Explosives,-9,0.0,216666.66666666666,0.0,0.0,1.0,2010-02-06
